user_id,business_id,stars,date
vIr2vYWApBXiQv5qHFn6gQ,SZU9c8V2GuREDN5KgyHFJw,3.0,2016-08-25 18:15:54
zg5PKSWdi6ZVZpOzkiuhFA,ZCURd9PiH4qdEjQfrIZzFg,5.0,2013-08-15 23:28:08
kRZYT3eiOg3C-wrPNgyMQw,O6RCCmz8-x4NhWJpI8KQug,3.0,2016-07-03 17:13:37
bnDnNy1RaJXY-12Sh3D0WA,29YqJwOGEuAWqlHZxMc1OA,4.0,2016-01-04 03:55:32
ypeeiFGaIteOdROggIBq0w,W5-2F8kftKARrEPLhQaZ8A,1.0,2009-10-14 21:15:26
5dUjpAw8vfEvxpnLgx_n-w,13UbOVDFdxloxaient5XWA,5.0,2014-06-28 16:15:08
dNoGiISFXS1YM5HacSh0eA,bjhCtlYHrkgA5Ku8l-rB3g,5.0,2013-11-14 02:00:49
SVO8tY3ryARNFb_bX4VVBg,YB689VFiOlzUTBRPiauDFA,4.0,2015-08-06 20:32:44
SrfDRvGKI8FQq9LCr0dQuQ,gebiRewfieSdtt17PTW6Zg,3.0,2017-01-14 23:31:35
o6UJMpHcpLJEvmKLrxLS3w,a1E2BPYnufFzb6YX2pplJg,3.0,2013-12-06 23:06:53
RMmcPwhkkivzm80a2rs9LQ,34Eqv8jXgxg_EEwcsNgeeg,5.0,2016-10-26 17:03:18
SfMf7DEX7xT82OCcbZFsgQ,gebiRewfieSdtt17PTW6Zg,5.0,2016-07-14 23:09:38
Xitx9wyxym4y57aMHgY4Sw,uO39--k_hrCFgZh-Bl8m8A,5.0,2015-11-06 01:56:52
2uGGrCtfoAju9tdj5RHEpw,XwnkfMUiyH-OsJXbmbOK5g,4.0,2015-03-04 21:57:52
BTjFAJD6tmKr-HRe08EraQ,eL4lyE7LNoXEMvpcJ8WNVw,4.0,2016-05-31 03:15:28
QwIoijOXtXwvqkjniQPb1Q,-ujBP1Dw0j1-Ffaz97-LXQ,5.0,2017-09-08 23:35:27
gZ7mbHLlQsLd6S_i5U69tQ,HMkjv277ZaW_2tZelEn6LQ,5.0,2012-11-06 05:27:12
cZ16H_Fc3s2-2AYrs-LEJg,wFES5bGDiPANW13hNHnXOQ,4.0,2007-12-10 15:51:19
UaCNJLCNlsz0y6gXvGPBhQ,MbzgGsMQpGyVrUJXi_Jw0Q,4.0,2016-05-19 04:25:31
Rw0vCeikk9aS2Z_CzXedFA,-ujBP1Dw0j1-Ffaz97-LXQ,5.0,2018-08-14 03:55:18
hSVFFmkSgBAqqX-iDDbUmA,pUVRCYL8rT4I5Ry5FYkRsA,5.0,2017-11-06 18:33:37
bA6sFAZTIc5ddwpnB_WJUw,GgcvRnt5_z3NEC0D6vNncQ,4.0,2005-09-15 04:13:52
vLiH69UuApUYQzcSdtCnog,eL4lyE7LNoXEMvpcJ8WNVw,5.0,2011-08-24 23:37:54
i3tYR78tEIcAzeynP7Bu0A,-kY_HDP7IMvGl-kBIZVU4A,5.0,2017-11-06 19:04:10
HYlb7vXGuiTvR5eiwSLBoA,SZU9c8V2GuREDN5KgyHFJw,5.0,2015-02-03 04:54:13
h5-NsPUzUPd2cS4DEEIr4g,-Fka99c-tJ-epWYNIobqyQ,3.0,2010-05-14 05:54:16
sWyRv7ucsU3qWcBtFMs0uw,MbzgGsMQpGyVrUJXi_Jw0Q,3.0,2018-02-11 05:41:08
MrqeVVEux5nIO3Q76fZFHg,syuKX2pH3JJhOOppzNI6SA,5.0,2018-08-04 23:52:52
OVLf6NVTi7noMP1qCKr76w,IDtLPgUrqorrpqSLdfMhZQ,5.0,2018-01-09 20:44:47
_iBt4hFrCgbCs2fNep4ybA,k3lTRgvPvYUI-cX7_TAqNA,5.0,2017-10-02 02:28:29
oCNcyV-Ol2b6Z1xd8gXDRQ,wuzoQhym6ll3fjAiVgIJbw,4.0,2017-08-29 00:47:59
3dWUfpbVFRQC_spiBAvkJA,MbzgGsMQpGyVrUJXi_Jw0Q,3.0,2018-08-05 00:31:09
eE44UBdsymNSnaMnIDwwOQ,29YqJwOGEuAWqlHZxMc1OA,4.0,2016-06-22 21:51:45
a_iFcnIHwsb9ww81kRYirA,29YqJwOGEuAWqlHZxMc1OA,5.0,2014-07-28 05:56:16
2Mkhbjws9vKHF9lN4coebQ,I0jFTYVDs-WHwKR2XHQlRA,5.0,2018-08-23 21:24:40
LUz4T8WY6d95OMBnOctNUg,HMkjv277ZaW_2tZelEn6LQ,5.0,2017-01-15 02:05:58
3_7seLUJB-lRtXpqIM3b7g,0qu0fNTOsSmuREYVIMPuIQ,3.0,2015-02-02 09:21:14
ix98mVCMXyegBaD3xb1oaA,34Eqv8jXgxg_EEwcsNgeeg,5.0,2013-01-02 20:39:25
YB6FM0_0HUKHTXX8MS2wiA,XwnkfMUiyH-OsJXbmbOK5g,1.0,2016-12-19 23:31:31
MnzHh1wP4vAkei0luJrKPQ,13UbOVDFdxloxaient5XWA,5.0,2016-02-12 04:59:40
Bys8OhL5Q0uMXymBk5zRzw,GgcvRnt5_z3NEC0D6vNncQ,4.0,2009-05-22 17:13:28
CsLsfpHlHrInwBfJmjR-zg,0qu0fNTOsSmuREYVIMPuIQ,4.0,2007-05-17 05:22:54
WKJoektrmcMssSoQSI59ow,SZU9c8V2GuREDN5KgyHFJw,4.0,2013-10-03 21:21:55
9YZV8W7IZe5ZXZp17xnjJQ,0qu0fNTOsSmuREYVIMPuIQ,4.0,2011-03-20 19:43:33
X0iVtHthKjEe8VPT0Cyw5g,MbzgGsMQpGyVrUJXi_Jw0Q,5.0,2016-11-22 17:50:05
k4alIXiP8GCiAwQfKWoSUw,fLk_N8vU25DNZmbU-70gkw,4.0,2011-09-25 19:54:17
-pOPETmDQKXdp_0dtn1kXg,qdpdUjdkEUpzYDdce2yZng,5.0,2016-01-04 02:51:13
I8jlimqs7PP2Bhts8Zn5tA,N-CBZKO37y_WSUN7ZMNGkg,5.0,2016-09-30 23:33:15
XXmgWGZD1SNQD5hre-Bzmg,jW4a3W9-UkFxpglHvo_Kqg,4.0,2009-10-14 06:53:20
5Hw5vLutrGrufszNc01Orw,-kY_HDP7IMvGl-kBIZVU4A,4.0,2017-08-16 15:23:31
DGJRD862ewpN3Ux2pkZkHg,SZU9c8V2GuREDN5KgyHFJw,4.0,2013-05-28 22:48:28
MKK6-JTqG9Dz3gcXWUQDCQ,34Eqv8jXgxg_EEwcsNgeeg,5.0,2011-02-13 20:52:58
698q2zdsA2i9fYN1YhX1Xw,SZU9c8V2GuREDN5KgyHFJw,5.0,2015-10-07 20:38:15
89qm-ee2Enz-d8eQQg4k1A,Ey0t4U6yqtxCeMaGPf7GcA,5.0,2013-12-29 03:29:00
U8WHL_eN_XYntCINBrjThg,SZU9c8V2GuREDN5KgyHFJw,5.0,2018-02-23 23:19:25
EYbqorYkFzjE6TGnsyAriA,13UbOVDFdxloxaient5XWA,5.0,2014-08-24 19:20:15
_Az5OH4GOglEfvNh7FRDqg,CWdCNIJU4Kh480NV9dgQjw,5.0,2018-05-19 01:47:16
CwJZWI6-gx2cML5WV9x7IA,XwnkfMUiyH-OsJXbmbOK5g,2.0,2017-10-11 04:32:44
TAWkY8G8MWWKrpXr2QcktQ,kZtl_NJjUnlIQgzFrBhXyQ,2.0,2015-10-23 19:29:59
oX7o1TH0PHUWp9r9ry9_vw,-3AooxIkg38UyUdlz5oXdw,4.0,2018-04-27 23:52:59
t3t31lx-iyC9XR6Qk53VBg,MbzgGsMQpGyVrUJXi_Jw0Q,4.0,2017-03-15 17:44:45
Ew9FroiMwHEcwtx4tLV0KA,bjhCtlYHrkgA5Ku8l-rB3g,4.0,2013-05-07 16:31:16
K0icmRlTPY-JPMB6a_vanw,lq7dE9c10OvRfd_edJoyMg,5.0,2018-08-14 04:57:50
85ftJTdgBP9K-Dmg8FhSMw,GgcvRnt5_z3NEC0D6vNncQ,5.0,2011-04-22 23:02:44
0DaFTdi3fs36GzeFbo-VJg,XwnkfMUiyH-OsJXbmbOK5g,2.0,2016-03-30 22:02:47
XJ9NorGfLKPyPRupn2RV3g,YB689VFiOlzUTBRPiauDFA,2.0,2015-08-30 17:31:41
qkreXL6AorI19QA3f2wvlQ,-kY_HDP7IMvGl-kBIZVU4A,4.0,2013-09-04 02:59:29
N7F3SOwuvptKqFi5O5ix3Q,jW4a3W9-UkFxpglHvo_Kqg,1.0,2013-08-04 00:09:09
A4I2ybaoD_mLuW6mr8vEeA,Ey0t4U6yqtxCeMaGPf7GcA,4.0,2011-01-08 23:05:47
XHmMP5ZZDJw8WcWOFTjz0w,7IdIGemGZodDAA_9mJCigA,5.0,2017-08-28 20:35:39
Qz1eamOzCmLnmSssW4o5Mw,-ujBP1Dw0j1-Ffaz97-LXQ,4.0,2016-09-18 15:56:04
IOcB_X1GLQmjjWHcx4BKXg,pUVRCYL8rT4I5Ry5FYkRsA,4.0,2017-03-27 03:00:35
mPP4DcMrv8xSTvy73dwDTA,2bl6G1zgXUHbMGwEocqMSg,5.0,2015-08-07 04:27:00
N7Rux8Y4ILMVNEKvYvenSA,uO39--k_hrCFgZh-Bl8m8A,4.0,2017-09-09 03:06:33
-mXobpJ3z3X6nMriCklbog,IUgQmteI-mbt_qjL2ZENKA,3.0,2010-03-12 22:18:43
3I1QFCr5LXL--CUMKQPkkw,MAIfD4kJDCydgoD1l2b_vw,4.0,2011-04-23 00:23:12
k5uTYLIwjHlBFH5oisdGQA,jW4a3W9-UkFxpglHvo_Kqg,2.0,2012-02-02 01:13:21
XLeJ6m4TOBkCvhFLNeax_w,0qu0fNTOsSmuREYVIMPuIQ,5.0,2017-02-20 01:16:35
h_1alJcD-iLHECZ36FOG2g,34Eqv8jXgxg_EEwcsNgeeg,5.0,2016-06-11 21:09:26
Be2RVyRmpbRedjV8RfPH-Q,I0jFTYVDs-WHwKR2XHQlRA,5.0,2016-07-04 01:13:28
UrKgCQvSTSUay1GNCkjnhA,SZU9c8V2GuREDN5KgyHFJw,1.0,2017-10-02 02:23:45
K_2X0wMTNsxwHNgSxfGUMA,HQ-C47_Xi5it1KzwEc0u0A,5.0,2014-08-10 22:12:59
czIIH89Y2vgZU2hRdzopdA,syuKX2pH3JJhOOppzNI6SA,5.0,2018-05-28 21:37:33
jDWCDWUujfFpChAX8rgWYg,SZU9c8V2GuREDN5KgyHFJw,4.0,2013-10-24 03:29:07
ej4LXZp91X5RzPacP7mUbw,wFES5bGDiPANW13hNHnXOQ,5.0,2013-03-18 20:40:06
aH3AH7V9g60w4pt3LpJ1_Q,gebiRewfieSdtt17PTW6Zg,4.0,2014-11-30 07:35:54
W1b5tQZzFN5KinOwypQDig,SZU9c8V2GuREDN5KgyHFJw,4.0,2017-09-09 06:07:40
dod4blQ8cwm3fdE00YFC0A,SZU9c8V2GuREDN5KgyHFJw,3.0,2017-10-11 04:43:24
-N6DOAkl8iIqlGgxtFvQEg,eL4lyE7LNoXEMvpcJ8WNVw,5.0,2011-08-24 23:07:17
Sa9Jbde7d2kuzhVEAMRWEg,SZU9c8V2GuREDN5KgyHFJw,5.0,2012-12-05 15:51:18
8CX6lOuAZG4_QoazHp0nEw,34Eqv8jXgxg_EEwcsNgeeg,4.0,2017-08-07 20:18:34
1d4BK09xVgLD9Y4-bNz5CA,7IdIGemGZodDAA_9mJCigA,1.0,2017-01-27 23:31:54
FqIXv5NYLyYAk7xk0sYQOA,syuKX2pH3JJhOOppzNI6SA,5.0,2016-07-03 17:39:46
eXn7l2sSDsPmaIMb9Bz2Fw,CWdCNIJU4Kh480NV9dgQjw,5.0,2018-07-07 23:29:59
L0shMPxQQKHrczjGbmFJyA,uO39--k_hrCFgZh-Bl8m8A,5.0,2013-11-14 04:31:01
QotzdKzw0gMY2HZq7U0f1A,zu4p6IZLSVn2Noto-vcwzw,5.0,2016-03-17 23:15:37
5-QxK-N1FWeTUgVaFoiclA,wFES5bGDiPANW13hNHnXOQ,3.0,2014-10-27 03:41:26
QgI8OvTVKIBWHdH6UzYWkA,I0jFTYVDs-WHwKR2XHQlRA,3.0,2015-07-28 15:46:15
MmUvhVk6gKzDEx91H5JYyg,CWdCNIJU4Kh480NV9dgQjw,5.0,2017-05-13 18:47:51
PCReLAoHEtdZlAx2IwXv-g,sxuv5uZU15UHGT_HB1xYxQ,5.0,2018-06-09 03:09:17
GQIWxq-ZW5nDH9PxiGNL-Q,0qu0fNTOsSmuREYVIMPuIQ,5.0,2018-04-05 01:40:01
9YD1pRfZvpDZ2K9GSgObZg,uO39--k_hrCFgZh-Bl8m8A,4.0,2016-10-13 23:52:40
VK23WtXySCMEwGu4rD8GMA,wFES5bGDiPANW13hNHnXOQ,5.0,2014-10-28 02:08:20
UgYUeboBoETAgxom9iRdJQ,SZU9c8V2GuREDN5KgyHFJw,1.0,2011-08-25 01:05:29
5rqFj8R_fw5aHSSpv6b_UA,uO39--k_hrCFgZh-Bl8m8A,5.0,2015-10-17 17:53:40
I8HuN_OnsWey3pHx0NgAew,kZtl_NJjUnlIQgzFrBhXyQ,5.0,2010-11-22 03:28:25
ge-B6TdxkTIHtkEhZBo8KQ,Qi-A4ZgcEuSnq_8Fpfo_3Q,5.0,2013-08-03 18:10:05
n7FQVOWXuYHpEC7KZ9Wtag,I0jFTYVDs-WHwKR2XHQlRA,4.0,2013-09-04 00:53:31
6cFqRc7XOZlrQJ2f0pWvDw,vsrryxBR2Jykl71qa1H6SQ,4.0,2016-07-04 08:23:50
CRjU1H1pp2si4Qzta4AlTQ,gebiRewfieSdtt17PTW6Zg,3.0,2007-12-10 19:09:59
E-Rsb-eqtAr-7J2V25YXUw,34Eqv8jXgxg_EEwcsNgeeg,5.0,2012-03-31 14:05:03
YjL9rbiSVM5haUMcNeHFQA,HQ-C47_Xi5it1KzwEc0u0A,4.0,2015-01-19 13:52:44
AVNQyhynAB5z6iuN7P3Jfg,SZU9c8V2GuREDN5KgyHFJw,5.0,2017-11-06 18:01:18
4LbxeQIyej3mr6HYYTsd7Q,SZU9c8V2GuREDN5KgyHFJw,1.0,2016-04-23 22:06:09
Wc00pnExYUvFNoHmSXm7Qw,2bl6G1zgXUHbMGwEocqMSg,5.0,2016-07-03 23:12:53
rPm5hIHUDOWDzYRzKtsW9A,gebiRewfieSdtt17PTW6Zg,4.0,2011-03-20 06:30:21
wiIfZ8T2JdsRb8OKmdQj0Q,SZU9c8V2GuREDN5KgyHFJw,5.0,2012-03-02 16:51:33
s7Kf6EtSnas5Bcbyhmlfow,wFES5bGDiPANW13hNHnXOQ,5.0,2014-02-06 01:11:51
oJMwdSEcl59FlX7cwaf0bA,-ujBP1Dw0j1-Ffaz97-LXQ,5.0,2017-04-08 03:04:28
4reeeVHHWyZOp_Ejq5n40g,SZU9c8V2GuREDN5KgyHFJw,4.0,2018-07-07 22:09:16
59OZDySDBhPBYKJHIGSoZw,vsrryxBR2Jykl71qa1H6SQ,5.0,2016-02-12 01:41:17
addR5QU9lAEbbJFQ9DBzNw,eL4lyE7LNoXEMvpcJ8WNVw,5.0,2016-12-04 02:07:06
yBkMMjXlQCEl7hiIGhQYgw,SZU9c8V2GuREDN5KgyHFJw,5.0,2015-04-01 18:56:32
tbI8YO0O51Mrm_yIiD9Ptw,13UbOVDFdxloxaient5XWA,5.0,2015-12-20 22:29:38
W3CdwobBQu-xdfAIh4C07Q,N-CBZKO37y_WSUN7ZMNGkg,2.0,2016-09-30 21:15:27
MbQ2OEefDiNTNUVMJ4zICw,q6661I3CGW0UB740E5Zjfw,1.0,2013-12-29 02:42:55
5poPB6sCWoNDoNlg70toeA,HQ-C47_Xi5it1KzwEc0u0A,1.0,2015-01-19 04:03:49
A3YSX_1sQSYJe9oEmmvVhg,kZtl_NJjUnlIQgzFrBhXyQ,4.0,2015-12-21 07:13:47
lwFBFsjYffvRFy3JAsQaOQ,qdpdUjdkEUpzYDdce2yZng,5.0,2014-05-26 00:29:27
0Jk1qmkaLbJIpxvbz9aPrw,-Fka99c-tJ-epWYNIobqyQ,3.0,2015-07-28 18:25:29
ppYEK9zY7Vlhdf855ehlHA,SZU9c8V2GuREDN5KgyHFJw,3.0,2017-03-27 18:31:51
4hmx7HM_4ecCpEJWQNtEwA,sxuv5uZU15UHGT_HB1xYxQ,5.0,2018-04-04 02:20:05
o7Gsx6lbebOHhWIlFMqikw,HQ-C47_Xi5it1KzwEc0u0A,4.0,2015-02-24 15:50:36
rrB_8jS1PAfx_kch6C2CBQ,gebiRewfieSdtt17PTW6Zg,1.0,2017-07-09 03:51:33
cN0BeccD2EXyjxl2DYdxfA,MAIfD4kJDCydgoD1l2b_vw,5.0,2015-10-08 03:05:00
iM7H0ZDpQsjtoT08eaGVrA,bjhCtlYHrkgA5Ku8l-rB3g,1.0,2014-10-12 19:23:18
cPcStFGBlk-6lWWsttIfVQ,pwblP3G6LkVT03I4z9kb0A,3.0,2012-12-05 05:01:06
Ezp-X9XocjpJxsJUarw4BA,2bl6G1zgXUHbMGwEocqMSg,5.0,2015-06-21 06:33:22
XCsZ3hWa_6oP1WkWvK7pmg,29YqJwOGEuAWqlHZxMc1OA,5.0,2005-03-01 17:47:15
Inkxry_73bD4V5tnI943qA,0qu0fNTOsSmuREYVIMPuIQ,4.0,2007-12-16 09:30:49
xXpXyf7TLV_xvtDYk4kW8g,bjhCtlYHrkgA5Ku8l-rB3g,1.0,2014-10-11 18:38:34
dPNCK5nkRd3BAOVnOjNhWg,PPcz-0UtIJ8O7xDT551y2g,5.0,2016-09-19 01:32:12
NTTXAzFvHWCQYCJE3u0X2Q,Ey0t4U6yqtxCeMaGPf7GcA,3.0,2012-03-03 18:47:44
p6nYvrZYpbuBNg8YfB4fAw,MbzgGsMQpGyVrUJXi_Jw0Q,3.0,2016-05-31 22:03:01
PPu9TDY6Jbu_y4ujl2OsqA,kZtl_NJjUnlIQgzFrBhXyQ,4.0,2012-06-27 04:39:49
yQzwe-X4PrSW6J1lid_2mw,34Eqv8jXgxg_EEwcsNgeeg,4.0,2018-09-25 04:04:50
b0ozi0-IX1RXMPCF7eMzyA,kZtl_NJjUnlIQgzFrBhXyQ,5.0,2016-10-14 00:11:30
5Qw30qk_jzTeeB5GIN26Tg,MAIfD4kJDCydgoD1l2b_vw,4.0,2015-04-15 07:39:12
C8fuDFE-MZWOTOVv9U6ZXg,kZtl_NJjUnlIQgzFrBhXyQ,5.0,2016-01-04 05:43:12
WxEJzI8Yzq2xIXhFiDPQ9A,MAIfD4kJDCydgoD1l2b_vw,4.0,2016-03-18 14:31:27
sMcCc4hcmnr_yolsz80gjA,SZU9c8V2GuREDN5KgyHFJw,4.0,2014-10-11 21:53:41
DjcRgZ0cJbf6-W2TxvFlBA,MbzgGsMQpGyVrUJXi_Jw0Q,4.0,2017-05-14 05:14:26
AO7thy9_PAXAT3rze_iaXw,SZU9c8V2GuREDN5KgyHFJw,5.0,2016-07-04 04:48:28
bYlVcm40jOgkbNdMjGNYsA,vsrryxBR2Jykl71qa1H6SQ,5.0,2016-11-22 23:59:04
BwzpY9MiW3AVtyfiVOEQvQ,-3AooxIkg38UyUdlz5oXdw,5.0,2015-05-13 23:30:43
N_P2vI_kZaP6Mw3yDz6PPg,I0jFTYVDs-WHwKR2XHQlRA,4.0,2009-10-15 09:28:07
-1WbN1Qd-opw8u3uEqs2Kg,lTVHJAvtFQbQb6cPstEXyA,5.0,2016-11-22 05:05:30
pRty6U9YkM7PbcWN3rkg5w,jW4a3W9-UkFxpglHvo_Kqg,5.0,2018-07-08 05:29:48
o7Gsx6lbebOHhWIlFMqikw,wuzoQhym6ll3fjAiVgIJbw,5.0,2015-02-24 16:03:34
jfAt_0SNoZiLTdJHVdvAvA,HQ-C47_Xi5it1KzwEc0u0A,5.0,2014-09-10 04:50:42
Q6MRVWav7ZXcpCcpOaa7Jg,Ey0t4U6yqtxCeMaGPf7GcA,5.0,2012-02-02 01:41:30
yf6ftNOcf03LB5OegWz2mA,q6661I3CGW0UB740E5Zjfw,1.0,2014-05-26 04:11:59
7Pi_ntkoj2bfkDZTPVo62Q,vsrryxBR2Jykl71qa1H6SQ,5.0,2016-02-12 01:36:40
BRBYARACCQoxvdLAFTzpbg,D1OT9vuepvXJrn5VDgm4YA,3.0,2012-04-28 18:36:44
fnt1-v-eEwzfV_KNxA9wBQ,wuzoQhym6ll3fjAiVgIJbw,5.0,2014-03-14 19:11:46
auXuYVaczboXEDMhVuxMZQ,kZtl_NJjUnlIQgzFrBhXyQ,5.0,2015-01-04 03:11:36
k24QIVcmhhOnv9MCY3dELA,SZU9c8V2GuREDN5KgyHFJw,3.0,2016-08-04 04:48:14
BR37hdwFp5AKin25hK7uFA,I0jFTYVDs-WHwKR2XHQlRA,3.0,2018-03-23 16:39:29
2ykh0_q0uMLFtypLDVSqlg,IDtLPgUrqorrpqSLdfMhZQ,2.0,2017-02-09 19:09:31
HH4Y_xdt6inh6MrLS9a5yg,MbzgGsMQpGyVrUJXi_Jw0Q,5.0,2016-10-14 18:48:42
raDXECvs1R-OsE-ohiULuw,kZtl_NJjUnlIQgzFrBhXyQ,4.0,2014-04-21 21:13:27
fGriwGNLeroptHN6JT2eIQ,O6RCCmz8-x4NhWJpI8KQug,5.0,2018-01-09 23:04:34
yues0UduFDfZWo8eMc7meA,qdpdUjdkEUpzYDdce2yZng,5.0,2018-08-04 23:58:50
9EV78J0jHOhUXEWlCSzzHA,N-CBZKO37y_WSUN7ZMNGkg,2.0,2017-07-19 03:37:11
W1b5tQZzFN5KinOwypQDig,34Eqv8jXgxg_EEwcsNgeeg,4.0,2017-09-09 06:06:03
NAKuM4L7Ei7RPhXFCGfLIA,wuzoQhym6ll3fjAiVgIJbw,5.0,2018-05-19 01:07:30
bsYRqgL-P_10cLzdhmCLAQ,34Eqv8jXgxg_EEwcsNgeeg,5.0,2015-02-02 20:35:11
5sIS8zrBKz0JbKre1kjpUA,q6661I3CGW0UB740E5Zjfw,2.0,2013-12-29 17:10:09
LWpqFns9enkbFWgCl7-Blg,q6661I3CGW0UB740E5Zjfw,4.0,2014-07-28 04:59:22
iU2zdBnpWnzwvkAxlFx4xA,-kY_HDP7IMvGl-kBIZVU4A,5.0,2013-12-29 05:26:55
mpEQhDvvuE0FwyugjeB_Mw,MbzgGsMQpGyVrUJXi_Jw0Q,4.0,2018-02-02 20:36:55
7xvUccpmp1fXWLAkZaXkDQ,SZU9c8V2GuREDN5KgyHFJw,4.0,2012-10-09 01:42:53
npfq26dKJeHQl3oZKWzlaQ,KiE0h68HGOO7ZXAqkMBdiw,1.0,2015-01-04 21:53:19
nO_9OnmYf0bqh_8pMXJnUg,-kY_HDP7IMvGl-kBIZVU4A,5.0,2016-09-18 21:44:22
8q6RbERq48_H2PBAQReqMw,MbzgGsMQpGyVrUJXi_Jw0Q,4.0,2017-04-30 03:59:35
XZLw2jk-E5285PEjz383BA,0qu0fNTOsSmuREYVIMPuIQ,4.0,2009-05-23 01:17:34
9OJdZbS-8DiEtzqicUYQ8g,SZU9c8V2GuREDN5KgyHFJw,3.0,2012-05-28 22:49:15
udV0N6Ox0OOi_2Bsbq_Y-A,0qu0fNTOsSmuREYVIMPuIQ,1.0,2016-07-04 16:09:22
SUAFCKtkx8RrQ6EgJQIVrw,CWdCNIJU4Kh480NV9dgQjw,5.0,2017-03-15 23:55:53
OISxmywOAxnamO1Kw8Q1pw,GgcvRnt5_z3NEC0D6vNncQ,1.0,2010-01-09 23:21:55
xZ5TBpdWkHH15WTDgAqYFw,SZU9c8V2GuREDN5KgyHFJw,2.0,2015-01-18 22:38:17
yqpl469_S3OSuOHHTqFDzw,D1OT9vuepvXJrn5VDgm4YA,5.0,2008-05-06 05:47:55
