business_id,name,stars,review_count,city,state
BEzvmorW8ILha6tcSxBBwA,Valentino's Take N Bake Pizza,4.5,69,Santa Barbara,CA
iiJE62zfvy2gYtD-77Av8w,Woolfolk's Refinishing,4.5,5,Santa Barbara,CA
6cnHwjHLcAtIuMN0C6Kpbw,Buckles 'N' Brews Invitational,4.5,10,Santa Barbara,CA
92NfqTHsKn_BRqCBV4phrg,Santa Barbara Gymnastics Club LLC,3.0,13,Santa Barbara,CA
VOhZZ_8YhJ1mw8zmuw4k-w,Magnolia Liquors,2.5,7,Santa Barbara,CA
vh229jJXjCCdO-b4K-JIIw,Cottonwood Canyon,4.5,25,Santa Barbara,CA
eukRpR47MDH4XXfU_Dul9Q,Madam Lu,3.5,136,Santa Barbara,CA
4_JJl_mlIEI9Ui9rOHHwMA,Wine & Horse Tours,3.5,7,Santa Barbara,CA
6afesz8yZhjOgijkWl4jig,The Coffee Bean & Tea Leaf,3.5,77,Santa Barbara,CA
TUtf4FLtotdQDleYpRIfnw,California Pizza Kitchen at Santa Barbara,3.0,193,Santa Barbara,CA
h7felG8kSEuYpkYBhMwCmA,Q's Billiard Club & Sushi-a-go-go,3.5,28,Santa Barbara,CA
DEegOHB-VnPXsptrCf3qMA,Mac's Grog N Groc,4.0,5,Santa Barbara,CA
-fxH1XplVLVtWg2ZJWwRdA,Sam's To Go,4.5,87,Santa Barbara,CA
oq4-qHT6EJeR81GBDq1OVg,Italian Grocery & Deli,4.0,47,Santa Barbara,CA
AV40aCwMnAeMRJRdt2pFGA,Gracie Barra Brazilian Jiu-Jitsu,5.0,21,Santa Barbara,CA
6HKIfenWg3zt2CYx4D5r_Q,Tepeyac Taquitos,3.5,6,Santa Barbara,CA
Js3m_GdqNUGnEgXJ8WMtfQ,Hana Kitchen,3.0,253,Santa Barbara,CA
jshnKTsnoXLSez5XD1qo7Q,McDonald's,2.5,56,Santa Barbara,CA
EtGFDdjui_Hww78JU4XoXg,7-Eleven,3.0,6,Santa Barbara,CA
GBD-YjcOD1nG0wv4L0Lvfg,Venus in Furs,5.0,24,Santa Barbara,CA
ntQxbe5eaSJ2zW3jFU9j2Q,Coastal Winery,3.5,6,Santa Barbara,CA
GmOfZHgU9fm75f1nmVZnNA,The Point Market,3.5,7,Santa Barbara,CA
jR3sTUWCPuOCWpdm8Pn-wQ,Sun Sushi,4.5,270,Santa Barbara,CA
1pd4VYTww1UWDVai2r2RKg,805 Boba,3.0,248,Santa Barbara,CA
tS47dXDlx9t-6B_F56cKUA,Chipotle Mexican Grill,2.0,97,Santa Barbara,CA
0jpFptAehZhLl3nkhHDanA,Belmond El Encanto,4.0,331,Santa Barbara,CA
3lty2YUwjp61iUqNgKVEMw,Marmalade Cafe,3.5,175,Santa Barbara,CA
_uAEKIr-7CIkaYWvG2U_NQ,Instrumental Music,4.5,23,Santa Barbara,CA
-TArOdux8Z4oH-jIM1FJuQ,Bistro 1111,3.5,63,Santa Barbara,CA
_dNk5IpkVVyN2nWMXTA2eA,Laplace Wine Bar & Shop,4.5,17,Santa Barbara,CA
c1xuic_qvUfSIr-if6nSUQ,Relais de Paris,4.0,135,Santa Barbara,CA
XHxAIQR-QAz6j1RMaz_J1A,Giovanni's of Santa Barbara,3.5,131,Santa Barbara,CA
nMn4CTJQPXqpgLltYQrxMA,Cajé Coffee Roasters - Haley St,4.5,240,Santa Barbara,CA
9YFeX5sbn785n31iR3I77Q,Happy Cow Cookies,5.0,10,Santa Barbara,CA
Ksz_jsyyK3Zjlq_Cz81ZBA,Adama Vegan Comfort Cuisine,4.0,238,Santa Barbara,CA
ejqpFQ0dwO7AZhxTO9fySg,Bossie's Kitchen,4.5,140,Santa Barbara,CA
ghLjxj4HoSHdflBEz2lIqA,Gelson's,3.5,110,Santa Barbara,CA
5lGOPqwxBNR9hfA9mFr2vA,Mac N Cheese After Dark,4.5,140,Santa Barbara,CA
V8dZigOlI5fjpRxgOWwY3g,Santa Barbara Backroads Wine Tours,4.5,36,Santa Barbara,CA
idi-W3_au-lXyJQmHTmhAg,Chilangos,3.5,5,Santa Barbara,CA
MG0IlmvAILSzRE4E1gk5hA,Tacos El Rey,4.5,66,Santa Barbara,CA
gaNQrd95h2-4TZaUDPTAIQ,Rooted Vine Tours,5.0,45,Santa Barbara,CA
6gAZriMqRfI0d4hse5o1Yg,Sol Wave Water,4.5,28,Santa Barbara,CA
C-aATB7SbuwMBPN5dgjghQ,Rusty's Pizza Parlor,3.0,127,Santa Barbara,CA
EtM079Cj7-B3G7jPsGYb_Q,Sandbar,3.5,1546,Santa Barbara,CA
RW3nH6Au6pSCWxJhiGY03Q,Big Eye Raw Bar,4.0,106,Santa Barbara,CA
jfRq1KtjEGyPoMo9HZVw2Q,The Set,3.5,32,Santa Barbara,CA
e8NRt-1C8eI85C59pKhJuA,Caffe Luxxe,3.5,50,Santa Barbara,CA
23OxrUaCvvVrwSa1z3xG-w,Recipes Bakery & Gifts: An Australian Coffee House,4.5,128,Santa Barbara,CA
dH25EekV4GqpcfH3zE5k2g,La Tour Wine Merchants,5.0,11,Santa Barbara,CA
Slg6Ec2D7vEBRmgVUfwkzQ,Angel Oak,4.0,202,Santa Barbara,CA
fiXeirZ9GpJxe7yRpuKiBg,Soul Cal Smokehouse,3.5,97,Santa Barbara,CA
f6eBJT2jiXXBkrlHdJMbcA,Gladden and Sons Produce,4.5,40,Santa Barbara,CA
d9Vnq4kSgwD-uytxz5wViA,"Laurie Rasmussen, Harpist",5.0,5,Santa Barbara,CA
VC4jqq8Hu1_RjBFt8nHD2Q,Sugar Cat Studio,5.0,19,Santa Barbara,CA
RtJC7xavgAxOITQyAlGCbQ,Tri-County Produce Co,4.0,95,Santa Barbara,CA
_ywevgEtI1SpZBtY3rILRg,Isabella Gourmet Foods,4.5,17,Santa Barbara,CA
1xsBRB203LiYLcC3mktfdA,Kunin Wines,4.0,168,Santa Barbara,CA
OHG0Lj5xgw5Q3UCQJ_4_jw,Santa Barbara Ice & Propane,4.0,13,Santa Barbara,CA
ZmQHzv1pf0fbk-tm8lu0EA,Downey's,4.5,124,Santa Barbara,CA
1pYZMmpdy2MviWBbagMwbA,Italian & Greek Delicatessen,4.5,6,Santa Barbara,CA
6HTGlttrzCMsuGBHO1ZGiw,Barbareño,4.5,405,Santa Barbara,CA
mZ-pJSdAVrBa7ioXVzE7-Q,Marbella,3.5,22,Santa Barbara,CA
B3kpvT4oLJdQmU9lPnxdKA,Eladio's Restaurant,3.5,265,Santa Barbara,CA
HUGDGGMCUYBAMtUpJohTqQ,Santa Barbara Classic Wine Tours,5.0,52,Santa Barbara,CA
jfW3_wYOj09pCOHJQB74_w,AR Catering,5.0,5,Santa Barbara,CA
52ov7d0148JvYG78_c-Bsw,goa taco,4.0,231,Santa Barbara,CA
BaWVwChTW_MqkKru_WZp3g,Super Cuca's Restaurant,4.0,276,Santa Barbara,CA
tSmUxIto8yAqijDgsjLBRQ,South Coast Deli - Santa Barbara,4.0,10,Santa Barbara,CA
j8tjQlMu3I-qia241vTEXw,O Street Truck,4.0,27,Santa Barbara,CA
lu2UpRHLBZfvLG_caNEHKQ,The Natural Cafe,4.0,566,Santa Barbara,CA
cEN8j6jL0OJ0zhe-AX58Hw,McConnell's Fine Ice Creams,4.5,156,Santa Barbara,CA
PWWGbkPC_agn-4s1Hv1W5A,Handlebar Coffee Roasters,4.5,1048,Santa Barbara,CA
gsXBNWHWhHv_f9NcwpVajw,Lighthouse Coffee,4.5,29,Santa Barbara,CA
pQ7eCSOtLI3CaZX-TEvX4A,Whale Tail Deli,4.0,5,Santa Barbara,CA
qS7uSZdQ3f0HqYSSaiYQ3A,7-Eleven,2.0,10,Santa Barbara,CA
12Gc4OFQ-WAW0fAk2hRZuQ,Kin Bakeshop,5.0,25,Santa Barbara,CA
agXY9uFaWAhIzwWsRZB6gQ,Flagstone Pantry,4.5,26,Santa Barbara,CA
pqF3WkYktbR28uk2PSR7Rg,The Neighborhood Bar,4.0,240,Santa Barbara,CA
rlfWeYI1SLvC8ZKM_OvXWA,A Slice of Woodstock's,4.0,10,Santa Barbara,CA
7kLn2XsFwyJ-yFn4qx40TQ,Buena Onda at Mosaic Locale,4.5,35,Santa Barbara,CA
68hzATbPYhATdzuNeqW4aw,The Winehound,4.0,11,Santa Barbara,CA
6RBZfirnzE4NahJTn1UPNA,La Super-Rica Taqueria,4.0,1759,Santa Barbara,CA
aIDRH4eKKBV0Je_W4y83sw,Nutrishop,4.5,48,Santa Barbara,CA
1U8Kt44FIkC7RnJsNjaMTA,Teru Japanese Cuisine,4.5,34,Santa Barbara,CA
p2kC-cD22QAQzIGD8ZuqFA,Peet's Coffee,4.0,73,Santa Barbara,CA
a32M9H9nkkPGKTKB5W27NA,Enterprise Fish,3.5,1094,Santa Barbara,CA
_o3AtnA941ClNRa8Rx7c-A,Rite Aid,1.5,31,Santa Barbara,CA
dQ6d9H7rnFSOSC_FXbJ_FQ,Blenders In the Grass,4.0,50,Santa Barbara,CA
vTXNVK73GOvVb3js4w8SLg,Domino's Pizza,2.5,39,Santa Barbara,CA
7grEnJV48N6BxbEP3uxISA,Mr B Restaurant & Cafe,4.0,21,Santa Barbara,CA
S7Cl9gYqaC9jlw32yd4_Yg,Starbucks,3.0,50,Santa Barbara,CA
yHtS6dj20tl3ht32w6K6Qw,Stateside Restaurant & Lounge,2.5,10,Santa Barbara,CA
gdEZfd6RFXYmmXX71RDvbA,C'est Cheese,4.5,272,Santa Barbara,CA
L8rhRyXtpq2nCE0il1KN_g,Coral Tree Cafe,3.0,28,Santa Barbara,CA
sZHLbLnw1vwHF1xDzuV1iw,Foley Food and Wine Society Tasting Room,4.5,11,Santa Barbara,CA
eFn-8QlFGdkT_B-bWigtFQ,Rose Cafe,4.0,115,Santa Barbara,CA
zMBRkUqig4kXaqS78DEb1A,The Fresh Market,4.0,44,Santa Barbara,CA
4xBkP-W_WaOzBiP8yD7yvg,The Nugget Bar and Grill,4.0,54,Santa Barbara,CA
E8tiSAB6O4TPeVdKR0K5Ug,Rusty's Pizza Parlor,3.0,89,Santa Barbara,CA
lqwbnNd_SXzkIK_pkU2FkA,D'Vine,4.0,26,Santa Barbara,CA
M3LZKA-tVFRJyPeKA3_2OA,Merci To Go,4.5,9,Santa Barbara,CA
CUWituEeIX3xA0xU7X82Ow,Brasil Arts Cafe,4.0,360,Santa Barbara,CA
AgiBcv5rKdV9QIO5yF7w8g,Harbor of Santa Barbara Inc,3.5,5,Santa Barbara,CA
6acxMT_WGbA-cUN5RXpIfw,Momma Donna,5.0,16,Santa Barbara,CA
WgOoT_oNQ6o5xjF8jO2rvA,Crazy Good Bread,4.0,9,Santa Barbara,CA
w1l5vu31SJgPLTp6nlLWEg,Le Petit Bistro,2.0,7,Santa Barbara,CA
QS0a4snAEc-zdLeLIgTaHg,Delicious Expressions,5.0,57,Santa Barbara,CA
E1R-xslwl7XeTN5lQ7mWPg,Little Kitchen,4.5,272,Santa Barbara,CA
RHgj2ssSXnS0VA7DRvKomg,Sage & Onion,4.0,7,Santa Barbara,CA
YGgGefpPTFhgthvQvMAGoQ,Lito's Take  Out,4.0,286,Santa Barbara,CA
2pBNVsJo3a3CPbInUu9lvQ,Char West,3.0,134,Santa Barbara,CA
3bZADX_g9efvqGXaAY7Kbg,Petros Restaurant,4.0,188,Santa Barbara,CA
z6I4QVP1M1HXETgwD92XHg,Olio E Limone Ristorante,4.0,488,Santa Barbara,CA
XkveGZ8pr9TL5bZCqmzuhA,Hustle & Grind Coffee Company,4.5,50,Santa Barbara,CA
ZYqNIWch6Ik9wLZCa1hxkw,Tacos Pipeye,4.5,171,Santa Barbara,CA
Ce6B2-CYAjGvRZe3GKyxYA,Rusty's Pizza Parlor,3.0,124,Santa Barbara,CA
MX2YGruhd0sMNHZGK7p5-Q,Bella Vista,4.0,261,Santa Barbara,CA
-loV4cB2Uh9TCltTRgGzWQ,Renaud's Patisserie & Bistro,4.0,379,Santa Barbara,CA
4uspKB1d3pGdgjOClA-UkQ,Cajun Kitchen Cafe,4.0,234,Santa Barbara,CA
IQPsL4ZKgYpvuN0BJn_yhQ,Mundos,4.5,63,Santa Barbara,CA
YzcchXErwyb_8FL6bVPwEA,Peabody's,3.5,25,Santa Barbara,CA
mPKqBWLSD8wxJLJ_4juY2w,Chocolate Maya,4.5,159,Santa Barbara,CA
nnn78cplvQGZSMVblpI5gQ,Mandarin Palace,3.0,229,Santa Barbara,CA
tnoUVvJZRPcawXl2gTlWpQ,Jaffurs Wine Cellars,4.5,68,Santa Barbara,CA
PT99vOEnfEwfOly9YoWvXg,Christine Dahl,5.0,56,Santa Barbara,CA
okc-iCgWvKGa1DfQSOh1Ig,Milpas Taqueria,4.0,10,Santa Barbara,CA
FSWJmMXXKAXdL6mrc-DzBQ,Nordstrom Ebar Artisan Coffee,4.5,21,Santa Barbara,CA
tGQytMbOXDdZS_OSK9hkBw,Louie's California Bistro,4.0,149,Santa Barbara,CA
WWVw3g_n2ik8yp1Xlh3qEQ,Mi Fiesta Liquor,3.5,6,Santa Barbara,CA
XSL9RuLwRTyhNUwUo7WAPw,Starbucks,2.0,18,Santa Barbara,CA
H4Zf42Q3I8JyQ-V5l4dJrg,Blush Lounge,3.5,450,Santa Barbara,CA
UAy8Qc_T0CuHxQRiUMNN4g,La Salsa,3.5,24,Santa Barbara,CA
RKuAfE06rDcetvOTI5MbbA,Taqueria El Buen Gusto,4.5,88,Santa Barbara,CA
gMyj3DKvZJrMzuXv1p64GA,De La Vina Liquor,3.0,5,Santa Barbara,CA
upxQiiUF-6NM9jOJCxS_hg,Hennings Cake Boutique,4.0,8,Santa Barbara,CA
jZAU0OShjmcxIhkruFlZng,Coast Restaurant & Bar,3.5,55,Santa Barbara,CA
Ch6O9z9_hHDACROLTr2JUQ,European Deli Market,4.5,45,Santa Barbara,CA
2QvkOHC-pWGiAmvQ9xX64Q,Nardonne's La Famiglia Pizzeria,4.5,92,Santa Barbara,CA
-8iATYRnN46Km0_-ldx6cg,Pace food+drink,4.0,162,Santa Barbara,CA
UDZxN93l5_ggUFeF0EEcYg,CVS Pharmacy,3.0,7,Santa Barbara,CA
AqOSpSqdocwtIjqTECW2ng,Broad Street Oyster Company,5.0,5,Santa Barbara,CA
FE5R_F7svUphKeUWuxA0JA,Del Pueblo Cafe,4.0,206,Santa Barbara,CA
yZPDj1vywxqvLp3ogdh-Iw,Street Affair,5.0,12,Santa Barbara,CA
WQnjp_CEYTYKBBKJDME0bQ,Vons,2.5,24,Santa Barbara,CA
LtxG9DTXCFpteVkD4SGBlw,Sevtap Winery Tasting Room,4.0,307,Santa Barbara,CA
KobS8yqBelXH11gaIhZJSg,The Endless Summer Bar Cafe,3.5,258,Santa Barbara,CA
OODq_Mki-e929E8NfPc7-Q,Whitefoot Meat Market,4.5,8,Santa Barbara,CA
zJpZ-uQ_F0XVgK1u98uWSg,Gloria's Gourmet Kitchen,4.5,13,Santa Barbara,CA
O3jPfTDRn5_1O3ZM_LuxQw,Margerum Wine Company,4.5,139,Santa Barbara,CA
apmw_lkLdwWbeYiI9ysdJg,Bar 29,4.5,106,Santa Barbara,CA
VgAKmXE8B7J0I_O_R13UKQ,Santa Barbara Roasting Company,4.0,511,Santa Barbara,CA
07yUvKzFb-yPzJKoT0zamQ,Piranha Restaurant & Sushi Bar,3.0,6,Santa Barbara,CA
D_PdJRvtr_syv1DtLIoM0g,See's Candies,4.0,12,Santa Barbara,CA
yw3vRR7XLIjEnlhMnVzR7w,Kai Sushi Shabu-Shabu,2.5,240,Santa Barbara,CA
rlh6-MqKplp6DE42aRuS6w,Viva Oliva,5.0,20,Santa Barbara,CA
XyYsl2OyoMi6OMvzsdcVoQ,MIZZA,4.0,380,Santa Barbara,CA
JZrspVMm79n_iHTYftkI0g,La Tapatia Bakery,4.0,56,Santa Barbara,CA
ZJ1rSNQ49v3nbG5qWgwojw,Mexican Fresh,3.5,46,Santa Barbara,CA
RDjtVGc0c04ZIR6em1hCbQ,Nicky D's Wood fired Pizza,4.0,117,Santa Barbara,CA
qx2YTFXfVDwQUfOeWCFfbw,Jersey Mike's Subs,3.0,43,Santa Barbara,CA
TvBxBjed-iX6_22SwEYEFQ,Santa Barbara Wine Country Tours,5.0,23,Santa Barbara,CA
vhWlxyLEWAbNOMtQ42yzFg,Norton's Pastrami & Deli,4.5,492,Santa Barbara,CA
c_a38vt6v2tRq-VjdTZHZw,The Monarch,4.0,53,Santa Barbara,CA
ANMHEMoZqxjn7qjaNmYIrg,Albertsons,3.0,16,Santa Barbara,CA
noiUCN8A9Vdm9pUbWX6K-w,Tydes Restaurant,4.0,56,Santa Barbara,CA
PHSda9zEwtFicCICD6TP1A,Luna Grill,4.0,225,Santa Barbara,CA
iAE5tMDs1XSudlEzG-Z3aA,Spice Avenue,3.5,133,Santa Barbara,CA
DV0BJwh9qzPqcxufrA_7ag,Sam's to Go - Milpas,3.0,33,Santa Barbara,CA
cNvCXy9SaWjIQNEh3bc3gQ,Rite Aid,2.0,36,Santa Barbara,CA
YXaCcpETNtxrNNK6TbUTlw,Sachi Ramen And Robata Bar,4.0,324,Santa Barbara,CA
UBK6zb5-XUETfVzYkRTj1Q,Lab Social,4.5,40,Santa Barbara,CA
LdXB3D3gl3ckxZutLmen1g,Miso Hungry,4.0,274,Santa Barbara,CA
Un-UDVOuv1co3TMmGaumxA,Shoreline Beach Cafe,4.0,534,Santa Barbara,CA
2nF2syYoD5VBFk01le6NkA,Montecito Deli & Catering,4.5,31,Santa Barbara,CA
qUZ6PIkYCAsR8WPiHe16pw,Savor Santa Barbara Food Tours,5.0,20,Santa Barbara,CA
MsqmvxOvkOnofmLlFM1iHg,Market Forays,4.5,8,Santa Barbara,CA
OygPSSuDpubinWKKXWVKKA,Wine & Food Experience - Santa Barbara,5.0,6,Santa Barbara,CA
VUeRlNoPfxywzNxWHU2Tig,Target,3.0,50,Santa Barbara,CA
